"Date","Austria","Belgium","Bulgaria","Croatia","Cyprus","Czechia","Denmark","Estonia","Finland","France","Germany","Greece","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Netherlands","Norway","Poland","Portugal","Romania","Slovakia","Slovenia","Spain","Sweden","Switzerland","United.Kingdom"
2020-01-31,0.999999993440979,0.9999999929531,0.999999987403934,0.999999992713394,0.9999999535357,0.999999992824165,0.999999995187325,0.999999978959623,0.999999805858818,0.999999917454173,0.999999927839013,0.999999997212719,0.999999995063047,0.999999994709572,0.999999964856043,0.999999986618458,0.999999993477101,0.999999958518145,0.999999870957802,0.999999998363424,0.99999999469178,0.99999999937115,0.999999995084879,0.999999998494243,0.999999995836188,0.999999977668025,0.999999997862104,0.999999992813779,0.999999996569177,0.999999957687975
2020-02-01,0.999999993442362,0.999999993262078,0.999999987402383,0.999999992719149,0.999999953532407,0.999999992820667,0.999999995186989,0.999999978958135,0.999999805865098,0.999999917439271,0.999999928525482,0.999999997214552,0.999999995061259,0.99999999470706,0.999999964741509,0.999999986613727,0.999999993477276,0.999999958506368,0.99999987093829,0.999999998363555,0.999999994695653,0.999999999370798,0.999999995081979,0.999999998494972,0.999999995834849,0.999999977657149,0.999999997803976,0.999999993211663,0.999999996571899,0.999999957362204
2020-02-02,0.999999986887781,0.999999987108117,0.999999974801595,0.99999998545023,0.999999907058022,0.999999985634354,0.999999990373491,0.999999957913724,0.999999791976384,0.999999909032541,0.999999917974177,0.999999994432939,0.999999990118911,0.999999989409144,0.999999962359494,0.99999997321794,0.999999986954905,0.999999916989334,0.999999741836852,0.999999996727477,0.999999989399483,0.999999998740887,0.999999990158144,0.999999996991466,0.999999991666985,0.999999955292307,0.999999995487508,0.999999987150482,0.999999993149537,0.99999994346592
2020-02-03,0.999999980337372,0.999999981491762,0.999999962197397,0.999999978194837,0.999999860576084,0.999999978441166,0.999999985560229,0.999999936868433,0.999999778101273,0.999999900709517,0.99999990870195,0.999999991655808,0.999999985172854,0.999999984106471,0.999999959668123,0.999999959812496,0.999999980432901,0.999999875449604,0.999999612693173,0.999999995092164,0.999999984113115,0.999999998110246,0.999999985228476,0.999999995489722,0.999999987496279,0.99999993290469,0.999999993044549,0.999999981701455,0.999999989734047,0.999999929197662
2020-02-04,0.99999997379354,0.999999976368447,0.999999949589302,0.999999970956323,0.999999814085015,0.999999971241433,0.999999980748798,0.999999915825963,0.999999764241405,0.999999892630638,0.999999900604937,0.999999988884528,0.99999998022292,0.999999978799597,0.999999956579707,0.999999946397213,0.999999973911284,0.999999833889066,0.99999948350227,0.999999993458482,0.999999978840019,0.999999997478846,0.999999980293019,0.999999993990249,0.999999983322486,0.999999910492888,0.999999990468482,0.999999976742972,0.999999986327838,0.999999914820354
2020-02-05,0.999999967260428,0.999999971688101,0.999999936976537,0.999999963740274,0.999999767582208,0.999999964035922,0.99999997594201,0.999999894792876,0.999999750399345,0.999999884995409,0.999999893485921,0.999999986121407,0.9999999752689,0.999999973489627,0.999999952962935,0.99999993297202,0.999999967390084,0.999999792311643,0.999999354256389,0.999999991827944,0.999999973586068,0.999999996846649,0.999999975352005,0.999999992493904,0.999999979145245,0.999999888054992,0.999999987749839,0.999999972164788,0.99999998293499,0.999999900544516
2020-02-06,0.999999960744283,0.999999967388237,0.999999924358035,0.999999956554783,0.999999721063918,0.999999956826101,0.999999971144213,0.999999873779394,0.999999736578533,0.999999877999113,0.99999988709722,0.999999983369827,0.999999970310624,0.999999968178475,0.999999948631431,0.999999919537195,0.999999960869332,0.99999975072435,0.999999224945181,0.999999990202858,0.999999968359929,0.999999996213629,0.999999970406034,0.999999991001938,0.99999997496411,0.999999865588961,0.999999984874659,0.999999967875549,0.999999979561516,0.999999886515659
2020-02-07,0.999999954253688,0.999999963398836,0.999999911732483,0.999999949410473,0.999999674525265,0.999999949614475,0.999999966361546,0.999999852800062,0.999999722783046,0.999999871789083,0.999999881211141,0.999999980634298,0.999999965348072,0.999999962869147,0.999999943338201,0.999999906093716,0.999999954349049,0.999999709138517,0.999999095556438,0.999999988586433,0.999999963173217,0.999999995579789,0.999999965456311,0.99999998951602,0.999999970778617,0.999999843093259,0.999999981824052,0.999999963803923,0.999999976215464,0.999999872889641
2020-02-08,0.999999947799596,0.999999959653926,0.999999899098422,0.999999942320179,0.999999627960395,0.999999942404951,0.999999961602079,0.999999831874198,0.999999709017159,0.999999866432253,0.999999875654338,0.999999977920366,0.999999960381528,0.999999957566027,0.999999936792741,0.999999892643695,0.999999947829236,0.999999667571094,0.999998966077473,0.999999986982815,0.999999958040301,0.9999999949452,0.999999960504931,0.999999988038201,0.999999966588385,0.999999820567765,0.999999978575513,0.999999959897037,0.999999972906771,0.999999859846343
2020-02-09,0.999999941395066,0.999999956097352,0.999999886454417,0.999999935298185,0.999999581362848,0.999999935203212,0.999999956875772,0.99999981102594,0.999999695284645,0.99999986190286,0.999999870324622,0.999999975234349,0.999999955411785,0.999999952275141,0.999999928728299,0.999999879190907,0.999999941309849,0.999999626045912,0.999998836497297,0.999999985397008,0.999999952977655,0.999999994310033,0.9999999555552,0.999999986570817,0.999999962393273,0.999999798015004,0.999999975106816,0.99999995611793,0.999999969646801,0.999999847537527
2020-02-10,0.999999935054603,0.999999952684611,0.999999873799319,0.999999928358941,0.99999953472618,0.999999928017065,0.999999952194158,0.999999790283707,0.999999681587798,0.99999985809296,0.999999865189635,0.999999972582852,0.999999950440376,0.999999947004328,0.999999918972604,0.999999865741371,0.999999934790776,0.999999584594704,0.999998706809693,0.99999998383465,0.99999994800264,0.999999993674609,0.999999950611964,0.999999985116315,0.99999995819357,0.999999775441655,0.999999971403681,0.999999952442639,0.99999996644748,0.999999836037385
2020-02-11,0.999999928793005,0.999999949382777,0.99999986113262,0.999999921515148,0.999999488044933,0.999999920856669,0.999999947569676,0.999999769678841,0.999999667926141,0.99999985485526,0.999999860270397,0.99999996997202,0.999999945469851,0.999999941763263,0.99999990745845,0.999999852303954,0.999999928271813,0.999999543257645,0.999998577017319,0.999999982301596,0.999999943131637,0.999999993039452,0.999999945681899,0.999999983676969,0.999999953990246,0.999999752860348,0.999999967471399,0.999999948857046,0.999999963319999,0.999999825322985
